Year,Senator,State,Party,Age
1991,John J. Exon,Nebraska,Democratic,70
1991,William S. Cohen,Maine,Republican,51
1991,Nancy Landon Kassebaum,Kansas,Republican,59
1991,David Pryor,Arkansas,Democratic,57
1991,Alan K. Simpson,Wyoming,Republican,60
1991,John Warner,Virginia,Republican,64
1991,Carl Levin,Michigan,Democratic,57
1991,George J. Mitchell,Maine,Democratic,58
1991,Robert W. Kasten Jr.,Wisconsin,Republican,49
1991,Warren Rudman,New Hampshire,Republican,61
1991,Steven Symms,Idaho,Republican,53
1991,Alan J. Dixon,Illinois,Democratic,64
1991,Alfonse M. D'Amato,New York,Republican,54
1991,Frank Murkowski,Alaska,Republican,58
1991,Don Nickles,Oklahoma,Republican,43
1991,Arlen Specter,Pennsylvania,Republican,61
1991,Christopher Dodd,Connecticut,Democratic,47
1991,Frank Lautenberg,New Jersey,Democratic,67
1991,Pete Wilson,California,Republican,58
1991,Jeff Bingaman,New Mexico,Democratic,48
1991,Albert Gore Jr.,Tennessee,Democratic,43
1991,Paul Simon,Illinois,Democratic,63
1991,Phil Gramm,Texas,Republican,49
1991,John Kerry,Massachusetts,Democratic,48
1991,Tom Harkin,Iowa,Democratic,52
1991,Jay Rockefeller,West Virginia,Democratic,54
1991,Terry Sanford,North Carolina,Democratic,74
1991,Kent Conrad,North Dakota,Democratic,43
1991,Timothy E. Wirth,Colorado,Democratic,52
1991,Brock Adams,Washington,Democratic,64
1991,Wyche Fowler,Georgia,Democratic,51
1991,Bob Graham,Florida,Democratic,55
1991,John Breaux,Louisiana,Democratic,47
1991,Tom Daschle,South Dakota,Democratic,44
1991,Kit Bond,Missouri,Republican,52
1991,Barbara Mikulski,Maryland,Democratic,55
1991,Harry Reid,Nevada,Democratic,52
1991,John McCain,Arizona,Republican,55
1991,Daniel R. Coats,Indiana,Republican,48
1991,Jim Jeffords,Vermont,Republican,57
1991,Chuck Robb,Virginia,Democratic,52
1991,Connie Mack III,Florida,Republican,51
1991,Bob Kerrey,Nebraska,Democratic,48
1991,Richard Bryan,Nevada,Democratic,54
1991,Joe Lieberman,Connecticut,Democratic,49
1991,Conrad Burns,Montana,Republican,56
1991,Trent Lott,Mississippi,Republican,50
1991,Herb Kohl,Wisconsin,Democratic,56
1991,Daniel Akaka,Hawaii,Democratic,67
1991,John F. Seymour,California,Republican,54
1991,Harris Wofford,Pennsylvania,Democratic,65
1991,Hank Brown,Colorado,Republican,51
1991,Paul Wellstone,Minnesota,Democratic,47
1991,Bob Smith,New Hampshire,Republican,50
1991,Larry Craig,Idaho,Republican,46
1992,Robert C. Byrd,West Virginia,Democratic,75
1992,Quentin N. Burdick,North Dakota,Democratic,84
1992,Claiborne Pell,Rhode Island,Democratic,74
1992,Ted Kennedy,Massachusetts,Democratic,60
1992,Daniel Inouye,Hawaii,Democratic,68
1992,Strom Thurmond,South Carolina,Republican,90
1992,Fritz Hollings,South Carolina,Democratic,70
1992,Mark Hatfield,Oregon,Republican,70
1992,Ted Stevens,Alaska,Republican,69
1992,Alan Cranston,California,Democratic,78
1992,Bob Packwood,Oregon,Republican,60
1992,Bob Dole,Kansas,Republican,69
1992,Lloyd Bentsen,Texas,Democratic,71
1992,William V. Roth Jr.,Delaware,Republican,71
1992,Bennett Johnston,Louisiana,Democratic,60
1992,Sam Nunn,Georgia,Democratic,54
1992,Jesse Helms,North Carolina,Republican,71
1992,Pete Domenici,New Mexico,Republican,60
1992,Joe Biden,Delaware,Democratic,50
1992,Jake Garn,Utah,Republican,60
1992,Wendell H. Ford,Kentucky,Democratic,68
1992,John Glenn,Ohio,Democratic,71
1992,Dale Bumpers,Arkansas,Democratic,67
1992,John Chafee,Rhode Island,Republican,70
1992,Dennis DeConcini,Arizona,Democratic,55
1992,John C. Danforth,Missouri,Republican,56
1992,Malcolm Wallop,Wyoming,Republican,59
1992,Donald Riegle,Michigan,Democratic,54
1992,Jim Sasser,Tennessee,Democratic,56
1992,Daniel Patrick Moynihan,New York,Democratic,65
1992,Paul Sarbanes,Maryland,Democratic,59
1992,Richard Lugar,Indiana,Republican,60
1992,Orrin Hatch,Utah,Republican,58
1992,David Durenberger,Minnesota,Republican,58
1992,Max Baucus,Montana,Democratic,51
1992,Thad Cochran,Mississippi,Republican,55
1992,David L. Boren,Oklahoma,Democratic,51
1992,Howell Heflin,Alabama,Democratic,71
1992,Larry Pressler,South Dakota,Republican,50
1992,Bill Bradley,New Jersey,Democratic,49
1992,John J. Exon,Nebraska,Democratic,71
1992,William S. Cohen,Maine,Republican,52
1992,Nancy Landon Kassebaum,Kansas,Republican,60
1992,David Pryor,Arkansas,Democratic,58
1992,Alan K. Simpson,Wyoming,Republican,61
1992,John Warner,Virginia,Republican,65
1992,Carl Levin,Michigan,Democratic,58
1992,George J. Mitchell,Maine,Democratic,59
1992,Robert W. Kasten Jr.,Wisconsin,Republican,50
1992,Warren Rudman,New Hampshire,Republican,62
1992,Steven Symms,Idaho,Republican,54
1992,Alan J. Dixon,Illinois,Democratic,65
1992,Alfonse M. D'Amato,New York,Republican,55
1992,Frank Murkowski,Alaska,Republican,59
1992,Don Nickles,Oklahoma,Republican,44
1992,Arlen Specter,Pennsylvania,Republican,62
1992,Christopher Dodd,Connecticut,Democratic,48
1992,Frank Lautenberg,New Jersey,Democratic,68
1992,Jeff Bingaman,New Mexico,Democratic,49
1992,Albert Gore Jr.,Tennessee,Democratic,44
1992,Paul Simon,Illinois,Democratic,64
1992,Phil Gramm,Texas,Republican,50
1992,John Kerry,Massachusetts,Democratic,49
1992,Tom Harkin,Iowa,Democratic,53
1992,Jay Rockefeller,West Virginia,Democratic,55
1992,Terry Sanford,North Carolina,Democratic,75
1992,Kent Conrad,North Dakota,Democratic,44
1992,Timothy E. Wirth,Colorado,Democratic,53
1992,Brock Adams,Washington,Democratic,65
1992,Wyche Fowler,Georgia,Democratic,52
1992,Bob Graham,Florida,Democratic,56
1992,John Breaux,Louisiana,Democratic,48
1992,Tom Daschle,South Dakota,Democratic,45
1992,Kit Bond,Missouri,Republican,53
1992,Barbara Mikulski,Maryland,Democratic,56
1992,Harry Reid,Nevada,Democratic,53
1992,John McCain,Arizona,Republican,56
1992,Daniel R. Coats,Indiana,Republican,49
1992,Jim Jeffords,Vermont,Republican,58
1992,Chuck Robb,Virginia,Democratic,53
1992,Connie Mack III,Florida,Republican,52
1992,Bob Kerrey,Nebraska,Democratic,49
1992,Richard Bryan,Nevada,Democratic,55
1992,Joe Lieberman,Connecticut,Democratic,50
1992,Conrad Burns,Montana,Republican,57
1992,Trent Lott,Mississippi,Republican,51
1992,Herb Kohl,Wisconsin,Democratic,57
1992,Daniel Akaka,Hawaii,Democratic,68
1992,John F. Seymour,California,Republican,55
1992,Harris Wofford,Pennsylvania,Democratic,66
1992,Hank Brown,Colorado,Republican,52
1992,Paul Wellstone,Minnesota,Democratic,48
1992,Bob Smith,New Hampshire,Republican,51
1992,Larry Craig,Idaho,Republican,47
1992,Jocelyn Birch Burdick,North Dakota,Democratic,70
1992,Byron Dorgan,North Dakota,Democratic,50
1993,Robert C. Byrd,West Virginia,Democratic,76
1993,Claiborne Pell,Rhode Island,Democratic,75
1993,Ted Kennedy,Massachusetts,Democratic,61
1993,Daniel Inouye,Hawaii,Democratic,69
1993,Strom Thurmond,South Carolina,Republican,91
1993,Fritz Hollings,South Carolina,Democratic,71
1993,Mark Hatfield,Oregon,Republican,71
1993,Ted Stevens,Alaska,Republican,70
1993,Alan Cranston,California,Democratic,79
1993,Bob Packwood,Oregon,Republican,61
1993,Bob Dole,Kansas,Republican,70
1993,Lloyd Bentsen,Texas,Democratic,72
1993,William V. Roth Jr.,Delaware,Republican,72
1993,Bennett Johnston,Louisiana,Democratic,61
1993,Sam Nunn,Georgia,Democratic,55
1993,Jesse Helms,North Carolina,Republican,72
1993,Pete Domenici,New Mexico,Republican,61
1993,Joe Biden,Delaware,Democratic,51
1993,Jake Garn,Utah,Republican,61
1993,Wendell H. Ford,Kentucky,Democratic,69
1993,John Glenn,Ohio,Democratic,72
1993,Dale Bumpers,Arkansas,Democratic,68
1993,John Chafee,Rhode Island,Republican,71
1993,Dennis DeConcini,Arizona,Democratic,56
1993,John C. Danforth,Missouri,Republican,57
1993,Malcolm Wallop,Wyoming,Republican,60
1993,Donald Riegle,Michigan,Democratic,55
1993,Jim Sasser,Tennessee,Democratic,57
1993,Daniel Patrick Moynihan,New York,Democratic,66
1993,Paul Sarbanes,Maryland,Democratic,60
1993,Richard Lugar,Indiana,Republican,61
1993,Orrin Hatch,Utah,Republican,59
1993,David Durenberger,Minnesota,Republican,59
1993,Max Baucus,Montana,Democratic,52
1993,Thad Cochran,Mississippi,Republican,56
1993,David L. Boren,Oklahoma,Democratic,52
1993,Howell Heflin,Alabama,Democratic,72
1993,Larry Pressler,South Dakota,Republican,51
1993,Bill Bradley,New Jersey,Democratic,50
1993,John J. Exon,Nebraska,Democratic,72
1993,William S. Cohen,Maine,Republican,53
1993,Nancy Landon Kassebaum,Kansas,Republican,61
1993,David Pryor,Arkansas,Democratic,59
1993,Alan K. Simpson,Wyoming,Republican,62
1993,John Warner,Virginia,Republican,66
1993,Carl Levin,Michigan,Democratic,59
1993,George J. Mitchell,Maine,Democratic,60
1993,Robert W. Kasten Jr.,Wisconsin,Republican,51
1993,Warren Rudman,New Hampshire,Republican,63
1993,Steven Symms,Idaho,Republican,55
1993,Alan J. Dixon,Illinois,Democratic,66
1993,Alfonse M. D'Amato,New York,Republican,56
1993,Frank Murkowski,Alaska,Republican,60
1993,Don Nickles,Oklahoma,Republican,45
1993,Arlen Specter,Pennsylvania,Republican,63
1993,Christopher Dodd,Connecticut,Democratic,49
1993,Frank Lautenberg,New Jersey,Democratic,69
1993,Jeff Bingaman,New Mexico,Democratic,50
1993,Albert Gore Jr.,Tennessee,Democratic,45
1993,Paul Simon,Illinois,Democratic,65
1993,Phil Gramm,Texas,Republican,51
1993,John Kerry,Massachusetts,Democratic,50
1993,Tom Harkin,Iowa,Democratic,54
1993,Jay Rockefeller,West Virginia,Democratic,56
1993,Terry Sanford,North Carolina,Democratic,76
1993,Timothy E. Wirth,Colorado,Democratic,54
1993,Brock Adams,Washington,Democratic,66
1993,Wyche Fowler,Georgia,Democratic,53
1993,Bob Graham,Florida,Democratic,57
1993,John Breaux,Louisiana,Democratic,49
1993,Tom Daschle,South Dakota,Democratic,46
1993,Kit Bond,Missouri,Republican,54
1993,Barbara Mikulski,Maryland,Democratic,57
1993,Harry Reid,Nevada,Democratic,54
1993,John McCain,Arizona,Republican,57
1993,Daniel R. Coats,Indiana,Republican,50
1993,Jim Jeffords,Vermont,Republican,59
1993,Chuck Robb,Virginia,Democratic,54
1993,Connie Mack III,Florida,Republican,53
1993,Bob Kerrey,Nebraska,Democratic,50
1993,Richard Bryan,Nevada,Democratic,56
1993,Joe Lieberman,Connecticut,Democratic,51
1993,Conrad Burns,Montana,Republican,58
1993,Trent Lott,Mississippi,Republican,52
1993,Herb Kohl,Wisconsin,Democratic,58
1993,Daniel Akaka,Hawaii,Democratic,69
1993,Harris Wofford,Pennsylvania,Democratic,67
1993,Hank Brown,Colorado,Republican,53
1993,Paul Wellstone,Minnesota,Democratic,49
1993,Bob Smith,New Hampshire,Republican,52
1993,Larry Craig,Idaho,Republican,48
1993,Byron Dorgan,North Dakota,Democratic,51
1993,Bob Krueger,Texas,Democratic,58
1993,Harlan Mathews,Tennessee,Democratic,66
1993,Ben Nighthorse Campbell,Colorado,Democratic,60
1993,Carol Moseley-Braun,Illinois,Democratic,46
1993,Dirk Kempthorne,Idaho,Republican,42
1993,Lauch Faircloth,North Carolina,Republican,65
1993,Paul Coverdell,Georgia,Republican,54
1993,Judd Gregg,New Hampshire,Republican,46
1993,Russ Feingold,Wisconsin,Democratic,40
1993,Bob Bennett,Utah,Republican,60
1993,Kay Bailey Hutchison,Texas,Republican,50
1993,Barbara Boxer,California,Democratic,53
1994,Robert C. Byrd,West Virginia,Democratic,77
1994,Claiborne Pell,Rhode Island,Democratic,76
1994,Ted Kennedy,Massachusetts,Democratic,62
1994,Daniel Inouye,Hawaii,Democratic,70
1994,Strom Thurmond,South Carolina,Republican,92
1994,Fritz Hollings,South Carolina,Democratic,72
1994,Mark Hatfield,Oregon,Republican,72
1994,Ted Stevens,Alaska,Republican,71
1994,Bob Packwood,Oregon,Republican,62
1994,Bob Dole,Kansas,Republican,71
1994,William V. Roth Jr.,Delaware,Republican,73
1994,Bennett Johnston,Louisiana,Democratic,62
1994,Sam Nunn,Georgia,Democratic,56
1994,Jesse Helms,North Carolina,Republican,73
1994,Pete Domenici,New Mexico,Republican,62
1994,Joe Biden,Delaware,Democratic,52
1994,Wendell H. Ford,Kentucky,Democratic,70
1994,John Glenn,Ohio,Democratic,73
1994,Dale Bumpers,Arkansas,Democratic,69
1994,John Chafee,Rhode Island,Republican,72
1994,Dennis DeConcini,Arizona,Democratic,57
1994,John C. Danforth,Missouri,Republican,58
1994,Malcolm Wallop,Wyoming,Republican,61
1994,Donald Riegle,Michigan,Democratic,56
1994,Jim Sasser,Tennessee,Democratic,58
1994,Daniel Patrick Moynihan,New York,Democratic,67
1994,Paul Sarbanes,Maryland,Democratic,61
1994,Richard Lugar,Indiana,Republican,62
1994,Orrin Hatch,Utah,Republican,60
1994,David Durenberger,Minnesota,Republican,60
1994,Max Baucus,Montana,Democratic,53
1994,Thad Cochran,Mississippi,Republican,57
1994,David L. Boren,Oklahoma,Democratic,53
1994,Howell Heflin,Alabama,Democratic,73
1994,Larry Pressler,South Dakota,Republican,52
1994,Bill Bradley,New Jersey,Democratic,51
1994,John J. Exon,Nebraska,Democratic,73
1994,William S. Cohen,Maine,Republican,54
1994,Nancy Landon Kassebaum,Kansas,Republican,62
1994,David Pryor,Arkansas,Democratic,60
1994,Alan K. Simpson,Wyoming,Republican,63
1994,John Warner,Virginia,Republican,67
1994,Carl Levin,Michigan,Democratic,60
1994,George J. Mitchell,Maine,Democratic,61
1994,Alfonse M. D'Amato,New York,Republican,57
1994,Frank Murkowski,Alaska,Republican,61
1994,Don Nickles,Oklahoma,Republican,46
1994,Arlen Specter,Pennsylvania,Republican,64
1994,Christopher Dodd,Connecticut,Democratic,50
1994,Frank Lautenberg,New Jersey,Democratic,70
1994,Jeff Bingaman,New Mexico,Democratic,51
1994,Paul Simon,Illinois,Democratic,66
1994,Phil Gramm,Texas,Republican,52
1994,John Kerry,Massachusetts,Democratic,51
1994,Tom Harkin,Iowa,Democratic,55
1994,Jay Rockefeller,West Virginia,Democratic,57
1994,Bob Graham,Florida,Democratic,58
1994,John Breaux,Louisiana,Democratic,50
1994,Tom Daschle,South Dakota,Democratic,47
1994,Kit Bond,Missouri,Republican,55
1994,Barbara Mikulski,Maryland,Democratic,58
1994,Harry Reid,Nevada,Democratic,55
1994,John McCain,Arizona,Republican,58
1994,Daniel R. Coats,Indiana,Republican,51
1994,Jim Jeffords,Vermont,Republican,60
1994,Chuck Robb,Virginia,Democratic,55
1994,Connie Mack III,Florida,Republican,54
1994,Bob Kerrey,Nebraska,Democratic,51
1994,Richard Bryan,Nevada,Democratic,57
1994,Joe Lieberman,Connecticut,Democratic,52
1994,Conrad Burns,Montana,Republican,59
1994,Trent Lott,Mississippi,Republican,53
1994,Herb Kohl,Wisconsin,Democratic,59
1994,Daniel Akaka,Hawaii,Democratic,70
1994,Harris Wofford,Pennsylvania,Democratic,68
1994,Hank Brown,Colorado,Republican,54
1994,Paul Wellstone,Minnesota,Democratic,50
1994,Bob Smith,New Hampshire,Republican,53
1994,Larry Craig,Idaho,Republican,49
1994,Byron Dorgan,North Dakota,Democratic,52
1994,Harlan Mathews,Tennessee,Democratic,67
1994,Ben Nighthorse Campbell,Colorado,Democratic,61
1994,Carol Moseley-Braun,Illinois,Democratic,47
1994,Dirk Kempthorne,Idaho,Republican,43
1994,Lauch Faircloth,North Carolina,Republican,66
1994,Paul Coverdell,Georgia,Republican,55
1994,Judd Gregg,New Hampshire,Republican,47
1994,Russ Feingold,Wisconsin,Democratic,41
1994,Bob Bennett,Utah,Republican,61
1994,Kay Bailey Hutchison,Texas,Republican,51
1994,Barbara Boxer,California,Democratic,54
1994,Fred Thompson,Tennessee,Republican,52
1995,Robert C. Byrd,West Virginia,Democratic,78
1995,Claiborne Pell,Rhode Island,Democratic,77
1995,Ted Kennedy,Massachusetts,Democratic,63
1995,Daniel Inouye,Hawaii,Democratic,71
1995,Strom Thurmond,South Carolina,Republican,93
1995,Fritz Hollings,South Carolina,Democratic,73
1995,Mark Hatfield,Oregon,Republican,73
1995,Ted Stevens,Alaska,Republican,72
1995,Bob Packwood,Oregon,Republican,63
1995,Bob Dole,Kansas,Republican,72
1995,William V. Roth Jr.,Delaware,Republican,74
1995,Bennett Johnston,Louisiana,Democratic,63
1995,Sam Nunn,Georgia,Democratic,57
1995,Jesse Helms,North Carolina,Republican,74
1995,Pete Domenici,New Mexico,Republican,63
1995,Joe Biden,Delaware,Democratic,53
1995,Wendell H. Ford,Kentucky,Democratic,71
1995,John Glenn,Ohio,Democratic,74
1995,Dale Bumpers,Arkansas,Democratic,70
1995,John Chafee,Rhode Island,Republican,73
1995,Dennis DeConcini,Arizona,Democratic,58
1995,John C. Danforth,Missouri,Republican,59
1995,Malcolm Wallop,Wyoming,Republican,62
1995,Donald Riegle,Michigan,Democratic,57
1995,Jim Sasser,Tennessee,Democratic,59
1995,Daniel Patrick Moynihan,New York,Democratic,68
1995,Paul Sarbanes,Maryland,Democratic,62
1995,Richard Lugar,Indiana,Republican,63
1995,Orrin Hatch,Utah,Republican,61
1995,David Durenberger,Minnesota,Republican,61
1995,Max Baucus,Montana,Democratic,54
1995,Thad Cochran,Mississippi,Republican,58
1995,Howell Heflin,Alabama,Democratic,74
1995,Larry Pressler,South Dakota,Republican,53
1995,Bill Bradley,New Jersey,Democratic,52
1995,John J. Exon,Nebraska,Democratic,74
1995,William S. Cohen,Maine,Republican,55
1995,Nancy Landon Kassebaum,Kansas,Republican,63
1995,David Pryor,Arkansas,Democratic,61
1995,Alan K. Simpson,Wyoming,Republican,64
1995,John Warner,Virginia,Republican,68
1995,Carl Levin,Michigan,Democratic,61
1995,George J. Mitchell,Maine,Democratic,62
1995,Alfonse M. D'Amato,New York,Republican,58
1995,Frank Murkowski,Alaska,Republican,62
1995,Don Nickles,Oklahoma,Republican,47
1995,Arlen Specter,Pennsylvania,Republican,65
1995,Christopher Dodd,Connecticut,Democratic,51
1995,Frank Lautenberg,New Jersey,Democratic,71
1995,Jeff Bingaman,New Mexico,Democratic,52
1995,Paul Simon,Illinois,Democratic,67
1995,Phil Gramm,Texas,Republican,53
1995,John Kerry,Massachusetts,Democratic,52
1995,Tom Harkin,Iowa,Democratic,56
1995,Jay Rockefeller,West Virginia,Democratic,58
1995,Bob Graham,Florida,Democratic,59
1995,John Breaux,Louisiana,Democratic,51
1995,Tom Daschle,South Dakota,Democratic,48
1995,Kit Bond,Missouri,Republican,56
1995,Barbara Mikulski,Maryland,Democratic,59
1995,Harry Reid,Nevada,Democratic,56
1995,John McCain,Arizona,Republican,59
1995,Daniel R. Coats,Indiana,Republican,52
1995,Jim Jeffords,Vermont,Republican,61
1995,Chuck Robb,Virginia,Democratic,56
1995,Connie Mack III,Florida,Republican,55
1995,Bob Kerrey,Nebraska,Democratic,52
1995,Richard Bryan,Nevada,Democratic,58
1995,Joe Lieberman,Connecticut,Democratic,53
1995,Conrad Burns,Montana,Republican,60
1995,Trent Lott,Mississippi,Republican,54
1995,Herb Kohl,Wisconsin,Democratic,60
1995,Daniel Akaka,Hawaii,Democratic,71
1995,Harris Wofford,Pennsylvania,Democratic,69
1995,Hank Brown,Colorado,Republican,55
1995,Paul Wellstone,Minnesota,Democratic,51
1995,Bob Smith,New Hampshire,Republican,54
1995,Larry Craig,Idaho,Republican,50
1995,Byron Dorgan,North Dakota,Democratic,53
1995,Ben Nighthorse Campbell,Colorado,Democratic,62
1995,Carol Moseley-Braun,Illinois,Democratic,48
1995,Dirk Kempthorne,Idaho,Republican,44
1995,Lauch Faircloth,North Carolina,Republican,67
1995,Paul Coverdell,Georgia,Republican,56
1995,Judd Gregg,New Hampshire,Republican,48
1995,Russ Feingold,Wisconsin,Democratic,42
1995,Bob Bennett,Utah,Republican,62
1995,Kay Bailey Hutchison,Texas,Republican,52
1995,Barbara Boxer,California,Democratic,55
1995,Fred Thompson,Tennessee,Republican,53
1995,Spencer Abraham,Michigan,Republican,43
1995,Rod Grams,Minnesota,Republican,47
1995,John Ashcroft,Missouri,Republican,53
1995,Ben Nighthorse Campbell,Colorado,Republican,62
1995,Bill Frist,Tennessee,Republican,43
1995,Rick Santorum,Pennsylvania,Republican,37
1995,Mike DeWine,Ohio,Republican,48
1995,Craig Thomas,Wyoming,Republican,62
1995,Jon Kyl,Arizona,Republican,53
1995,Olympia Snowe,Maine,Republican,48
1996,Robert C. Byrd,West Virginia,Democratic,79
1996,Claiborne Pell,Rhode Island,Democratic,78
1996,Ted Kennedy,Massachusetts,Democratic,64
1996,Daniel Inouye,Hawaii,Democratic,72
1996,Strom Thurmond,South Carolina,Republican,94
1996,Fritz Hollings,South Carolina,Democratic,74
1996,Mark Hatfield,Oregon,Republican,74
1996,Ted Stevens,Alaska,Republican,73
1996,Bob Dole,Kansas,Republican,73
1996,William V. Roth Jr.,Delaware,Republican,75
1996,Bennett Johnston,Louisiana,Democratic,64
1996,Sam Nunn,Georgia,Democratic,58
1996,Jesse Helms,North Carolina,Republican,75
1996,Pete Domenici,New Mexico,Republican,64
1996,Joe Biden,Delaware,Democratic,54
1996,Wendell H. Ford,Kentucky,Democratic,72
1996,John Glenn,Ohio,Democratic,75
1996,Dale Bumpers,Arkansas,Democratic,71
1996,John Chafee,Rhode Island,Republican,74
1996,Daniel Patrick Moynihan,New York,Democratic,69
1996,Paul Sarbanes,Maryland,Democratic,63
1996,Richard Lugar,Indiana,Republican,64
1996,Orrin Hatch,Utah,Republican,62
1996,Max Baucus,Montana,Democratic,55
1996,Thad Cochran,Mississippi,Republican,59
1996,Howell Heflin,Alabama,Democratic,75
1996,Larry Pressler,South Dakota,Republican,54
1996,Bill Bradley,New Jersey,Democratic,53
1996,John J. Exon,Nebraska,Democratic,75
1996,William S. Cohen,Maine,Republican,56
1996,Nancy Landon Kassebaum,Kansas,Republican,64
1996,David Pryor,Arkansas,Democratic,62
1996,Alan K. Simpson,Wyoming,Republican,65
1996,John Warner,Virginia,Republican,69
1996,Carl Levin,Michigan,Democratic,62
1996,Alfonse M. D'Amato,New York,Republican,59
1996,Frank Murkowski,Alaska,Republican,63
1996,Don Nickles,Oklahoma,Republican,48
1996,Arlen Specter,Pennsylvania,Republican,66
1996,Christopher Dodd,Connecticut,Democratic,52
1996,Frank Lautenberg,New Jersey,Democratic,72
1996,Jeff Bingaman,New Mexico,Democratic,53
1996,Paul Simon,Illinois,Democratic,68
1996,Phil Gramm,Texas,Republican,54
1996,John Kerry,Massachusetts,Democratic,53
1996,Tom Harkin,Iowa,Democratic,57
1996,Jay Rockefeller,West Virginia,Democratic,59
1996,Bob Graham,Florida,Democratic,60
1996,John Breaux,Louisiana,Democratic,52
1996,Tom Daschle,South Dakota,Democratic,49
1996,Kit Bond,Missouri,Republican,57
1996,Barbara Mikulski,Maryland,Democratic,60
1996,Harry Reid,Nevada,Democratic,57
1996,John McCain,Arizona,Republican,60
1996,Daniel R. Coats,Indiana,Republican,53
1996,Jim Jeffords,Vermont,Republican,62
1996,Chuck Robb,Virginia,Democratic,57
1996,Connie Mack III,Florida,Republican,56
1996,Bob Kerrey,Nebraska,Democratic,53
1996,Richard Bryan,Nevada,Democratic,59
1996,Joe Lieberman,Connecticut,Democratic,54
1996,Conrad Burns,Montana,Republican,61
1996,Trent Lott,Mississippi,Republican,55
1996,Herb Kohl,Wisconsin,Democratic,61
1996,Daniel Akaka,Hawaii,Democratic,72
1996,Hank Brown,Colorado,Republican,56
1996,Paul Wellstone,Minnesota,Democratic,52
1996,Bob Smith,New Hampshire,Republican,55
1996,Larry Craig,Idaho,Republican,51
1996,Byron Dorgan,North Dakota,Democratic,54
1996,Carol Moseley-Braun,Illinois,Democratic,49
1996,Dirk Kempthorne,Idaho,Republican,45
1996,Lauch Faircloth,North Carolina,Republican,68
1996,Paul Coverdell,Georgia,Republican,57
1996,Judd Gregg,New Hampshire,Republican,49
1996,Russ Feingold,Wisconsin,Democratic,43
1996,Bob Bennett,Utah,Republican,63
1996,Kay Bailey Hutchison,Texas,Republican,53
1996,Barbara Boxer,California,Democratic,56
1996,Fred Thompson,Tennessee,Republican,54
1996,Spencer Abraham,Michigan,Republican,44
1996,Rod Grams,Minnesota,Republican,48
1996,John Ashcroft,Missouri,Republican,54
1996,Ben Nighthorse Campbell,Colorado,Republican,63
1996,Bill Frist,Tennessee,Republican,44
1996,Rick Santorum,Pennsylvania,Republican,38
1996,Mike DeWine,Ohio,Republican,49
1996,Craig Thomas,Wyoming,Republican,63
1996,Jon Kyl,Arizona,Republican,54
1996,Olympia Snowe,Maine,Republican,49
1996,Sheila Frahm,Kansas,Republican,51
1996,Sam Brownback,Kansas,Republican,40
1997,Robert C. Byrd,West Virginia,Democratic,80
1997,Claiborne Pell,Rhode Island,Democratic,79
1997,Ted Kennedy,Massachusetts,Democratic,65
1997,Daniel Inouye,Hawaii,Democratic,73
1997,Strom Thurmond,South Carolina,Republican,95
1997,Fritz Hollings,South Carolina,Democratic,75
1997,Mark Hatfield,Oregon,Republican,75
1997,Ted Stevens,Alaska,Republican,74
1997,William V. Roth Jr.,Delaware,Republican,76
1997,Bennett Johnston,Louisiana,Democratic,65
1997,Sam Nunn,Georgia,Democratic,59
1997,Jesse Helms,North Carolina,Republican,76
1997,Pete Domenici,New Mexico,Republican,65
1997,Joe Biden,Delaware,Democratic,55
1997,Wendell H. Ford,Kentucky,Democratic,73
1997,John Glenn,Ohio,Democratic,76
1997,Dale Bumpers,Arkansas,Democratic,72
1997,John Chafee,Rhode Island,Republican,75
1997,Daniel Patrick Moynihan,New York,Democratic,70
1997,Paul Sarbanes,Maryland,Democratic,64
1997,Richard Lugar,Indiana,Republican,65
1997,Orrin Hatch,Utah,Republican,63
1997,Max Baucus,Montana,Democratic,56
1997,Thad Cochran,Mississippi,Republican,60
1997,Howell Heflin,Alabama,Democratic,76
1997,Larry Pressler,South Dakota,Republican,55
1997,Bill Bradley,New Jersey,Democratic,54
1997,John J. Exon,Nebraska,Democratic,76
1997,William S. Cohen,Maine,Republican,57
1997,Nancy Landon Kassebaum,Kansas,Republican,65
1997,David Pryor,Arkansas,Democratic,63
1997,Alan K. Simpson,Wyoming,Republican,66
1997,John Warner,Virginia,Republican,70
1997,Carl Levin,Michigan,Democratic,63
1997,Alfonse M. D'Amato,New York,Republican,60
1997,Frank Murkowski,Alaska,Republican,64
1997,Don Nickles,Oklahoma,Republican,49
1997,Arlen Specter,Pennsylvania,Republican,67
1997,Christopher Dodd,Connecticut,Democratic,53
1997,Frank Lautenberg,New Jersey,Democratic,73
1997,Jeff Bingaman,New Mexico,Democratic,54
1997,Paul Simon,Illinois,Democratic,69
1997,Phil Gramm,Texas,Republican,55
1997,John Kerry,Massachusetts,Democratic,54
1997,Tom Harkin,Iowa,Democratic,58
1997,Jay Rockefeller,West Virginia,Democratic,60
1997,Bob Graham,Florida,Democratic,61
1997,John Breaux,Louisiana,Democratic,53
1997,Tom Daschle,South Dakota,Democratic,50
1997,Kit Bond,Missouri,Republican,58
1997,Barbara Mikulski,Maryland,Democratic,61
1997,Harry Reid,Nevada,Democratic,58
1997,John McCain,Arizona,Republican,61
1997,Daniel R. Coats,Indiana,Republican,54
1997,Jim Jeffords,Vermont,Republican,63
1997,Chuck Robb,Virginia,Democratic,58
